smiles,logP,MW
[NH3+]CCN=C1[N-]N=NO1,-2.831,129.12
C[NH+](C)CC(=O)NNC(=O)CCc1c[nH]c2ccccc12,-0.6076,289.36
OC1C2NCC2OC1=N,-1.305,128.13
CC1OC(=O)CC1O,-0.317,116.12
OC12CC1OCC(=O)C2,-0.521,128.13
OC12C3C1C1(O)C3NC21,-1.938,125.13
C[C@H](CC#N)N(C)C(=O)N1Cc2[nH+]c[nH]c2C[C@@H]1C(=O)[O-],-1.34062,291.31
COC12C(N)C1NC2=N,-1.338,127.15
C[C@@]1(C(=O)N(CCO)CCO)CCCO1,-0.6313,217.26
c1[nH]cnn1,-0.195,69.07
O=C1OC2C1CC21CN1,-0.726,125.13
CS(=O)(=O)NC[C@@]1(O)CCC[NH+](Cc2c[nH]nc2-c2ccccc2)CC1,-0.0742,379.51
CC(O)C#CCC(N)=O,-0.754,127.14
OCCC(C=O)C1CO1,-0.417,130.14
COCCn1nnnc1C[NH+]1[C@H]2CCC[C@@H]1CC(NC(C)=O)C2,-1.0759999999999998,323.42
N=C1CCN=C(N1)C#N,-0.121,122.13
CC(=O)NC1CCC1O,-0.354,129.16
CCC[NH+]1CCC[C@H](CC(=O)[O-])C1,-1.1687,185.27
C#CC1C2OC2C2OC12,-0.216,122.12
OC12CN(C1)C2,-0.953,85.11
OC1(C=O)C2C3CC1C23,-0.188,124.14
C1C2C3N=COCC3N12,-0.52,124.14
CC1COC(CO)C1O,-0.626,132.16
OCC1COC1C#C,-0.373,112.13
CC(C(=O)N)(C(=O)N)N,-2.326,131.13
CC(CC([O-])=O)[NH+](C)C,-2.341,131.17
OCC(O)COC1CC1,-0.481,132.16
CC(=O)C1=CNC(=O)C1,-0.021,125.13
COC1CC[NH+](CCNC(=O)[C@H]2CCC[NH+](Cc3ccccc3)C2)CC1,-0.7086,361.53
OC1CC(O)(C1)C#C,-0.495,112.13
N=C1OC(=O)ON=N1,-1.498,115.05
Cc1cc(NC(=O)c2nnn[n-]2)on1,-0.62248,193.15
NC(=O)C1CC1(N)C#N,-1.287,125.13
C1C2OC1C21COC=N1,-0.045,125.13
O=C([O-])[C@@H]1C=C[C@H](NC(=O)[C@@H]2CCSC2)C1,-0.4497,240.3
CC1(CN1)C(=O)C1CO1,-0.684,127.14
CCN(CCCO)C=O,-0.153,131.17
Cc1ccc([O-])c(CN2CCN(C[C@H]3CCCC[NH+]3C)CC2)[nH+]1,-0.93248,319.47
OC12CCN(CC1=O)C2,-0.994,127.14
O=C1CC(N=CO1)C#C,-0.037,123.11
CCCC([NH2+]C)C([O-])=O,-1.902,131.17
O=CN1C2CC2C1C#N,-0.261,122.13
C#CCC[NH2+]C[C@H](CC)CCO,-0.0183,170.28
OC1C2C3C(O)C2(O)C13,-1.671,128.13
CN1CC(CO)C1=O,-0.933,115.13
CNC(=O)NC=N,-0.478,101.11
C[C@@H]1[C@@H]([NH3+])CCN(C[C@@H]2CCCC[NH+]2C)[C@@H]1C,-0.6056,241.42
O=C1CC2COCC1O2,-0.257,128.13
OC1CC2CC(=O)C12O,-0.929,128.13
Cc1nn(CCO)c(C)c1CN(C)[C@H]1CC[NH+](C)[C@H](C)C1,-0.01036,295.45
OCC1(OC1C#N)C=O,-1.161,127.1
C[NH+](C)C[C@H]1COc2ccccc2CN1C(=O)C[C@@H]1CCS(=O)(=O)C1,-0.2545,367.49
N=COC1CC2NC12,-0.277,112.13
CC(CO)CC(=O)C=O,-0.227,130.14
Cc1nn(C)c(C)c1C[NH2+]CC(=O)NC1CC1,-0.6210600000000001,237.33
CC(=N)OCCO,-0.008,103.12
CC(C=O)C(=O)CCO,-0.227,130.14
OCC12NC1CC2C#N,-0.767,124.14
OC1(CCC1)C1CN1,-0.127,113.16
CC1NC(=O)C1(C)CO,-0.497,129.16
CC(O)C#CC(C)O,-0.249,114.14
CC1=CC(=O)NN=N1,-0.527,111.1
CC1OC2C(O)C2C1O,-0.875,130.14
Cc1cccc2c1=[NH+][C@H](CN(C)C[C@@H]1C=NN=C1c1ccc3c(c1)OCO3)[NH+]=2,-2.49948,377.45
CC[C@H](C)NC(=O)Cn1cc(S(=O)(=O)N2CCOCC2)ccc1=O,-0.2161,357.43
CC1(CO)C(O)CC1O,-0.89,132.16
COC1CC2OC12CO,-0.465,130.14
CC1(O)C(=O)C2CC12O,-0.929,128.13
O=C1C2C3CC4C3C1N24,-0.36,121.14
Cc1cc(C)c(C(=O)[O-])c(N[C@@H](CO)C(C)C)[nH+]1,-0.09016,252.31
[NH3+]CCc1noc([C@H]2CCCO2)n1,-0.2945,184.22
[NH3+]C[C@@H]1CC[C@@H](C[NH2+]C(C2CC2)C2CC2)O1,-0.4721,226.36
C1COC(O1)C#N,-0.117,99.09
NC(=O)C1OCC1O,-1.769,117.1
c1c([nH]c2n1cnn2)N,-0.36,123.12
COC(=O)[C@H](CC1=c2ccccc2=[NH+]C1)NC(=O)c1cccc(OC)c1,-1.0786,353.4
COC(=O)C1NC1C=O,-1.301,129.11
C(COC=O)OCC#N,-0.3,129.11
NC(CCO)C(O)C#N,-1.419,130.15
O=C1OC2CC1NCC2,-0.336,127.14
N=C1C2OCC3CN1C23,-0.324,124.14
COC(C)(CO)C1CO1,-0.217,132.16
CC1(CC1(O)C#N)C=O,-0.15,125.13
CCNC(=O)C(=N)OC,-0.254,130.15
OCC1CC2NC12C=O,-1.092,127.14
CCC[NH+](CC(=O)[O-])[C@H]1CCOC2(CCCCC2)C1,-0.0869,269.38
CN1CC(=O)C2(CO2)C1,-0.73,127.14
O=CCOC1C2CC1O2,-0.258,128.13
O=C1C2CC3CN1C23,-0.153,109.13
CC(C)[C@@H]([NH2+]CCCN1CC[NH+](C)CC1)c1cccnc1,-0.4375,292.47
CN(C=[NH2+])C(=N)C([O-])=O,-3.567,129.12
CCNC(=O)CC(=O)N,-1.002,130.15
O=CN1CC2(CC12)C=O,-0.584,125.13
O=S1(=O)C[C@H](O)[C@@H](NC2CC[NH2+]CC2)C1,-2.5403,235.33
C1C(CO1)OCCCO,-0.216,132.16
CC[C@H](NC(=O)NC[C@@]1(C)CCCO1)C(=O)[O-],-0.6168,243.28
CCc1[nH]nc(n1)N,-0.051,112.14
CCOC12COC1C2O,-0.465,130.14
CN=C(C#N)NC=N,-0.265,110.12
O=C1CC=C2CNC12,-0.143,109.13
CC1(OCC11CN1)C#N,-0.359,124.14
C#CC1(CC(=O)C1)CO,-0.039,124.14
COC1C2NCC12C#N,-0.503,124.14
C1NC1C1(CO1)C1CO1,-0.874,127.14
NC1=CC(=N)OC(=O)C1,-0.247,126.11
N=C1C=COC=NC1=O,-0.486,124.1
N=C1OC2CN3CCC123,-0.179,124.14
C1COC(=O)C(=N1)N,-1.1,114.1
Cc1cccc2c(N3CCCC3)[nH+]c(CNC(=O)CC[C@H]3[NH+]=c4ccc(F)cc4=[NH+]3)nc12,-2.06668,435.53
c1c(nc(c(=O)[nH]1)N)F,-0.509,129.09
[NH3+][C@H]1CCCCC[C@H]1C(=O)NCc1nc[nH]n1,-0.3883,238.32
C[C@@H]1CN(C(=O)[C@@H]2CCCCC[C@@H]2[NH3+])C[C@H]1C(=O)[O-],-0.9784,268.36
OC1C2CC(C=C2)C1O,-0.086,126.15
OCCC1COCCO1,-0.216,132.16
N/C(Nc1ccc2c(c1)CCC2)=[NH+]\C[C@@]1(O)CCSC1,-0.1495,292.43
NC1=CN=C(O)OC1=N,-0.558,127.1
C#Cc1[nH]c(=O)ncn1,-0.854,121.1
CN1N=NNC1=N,-1.377,99.1
CC#CC(O)C(N)=O,-1.144,113.12
O=CC1C2CCN2C1=O,-0.584,125.13
OCC1=CC(=N)C=NO1,-0.354,126.11
CCC(=O)C1(CO)CN1,-0.7,129.16
CC/[NH+]=C(/NCc1cccc(C#N)c1)NC1C[C@@H]2CCC[C@H](C1)[NH+]2C,-0.70782,341.5
OC1C2CC2C(=O)C1=O,-0.865,126.11
CC12NC(C1O)C21CO1,-1.14,127.14
OC12CC3C1N3CC=C2,-0.256,123.15
CC1(O)CC2(OC12)C#C,-0.088,124.14
O=C1NC2C3NC2C3O1,-1.183,126.11
OC1CC2OC1CCO2,-0.117,130.14
CC1(CCO)CC(=O)N1,-0.353,129.16
c1c(nc(=O)on1)CO,-1.078,128.09
O=C1CN(C(=O)C[NH+]2CCC(O)(C(F)(F)F)CC2)c2ccccc2N1,-0.0562,358.34
OC1CNC(=O)OC1=N,-0.936,130.1
COC(=O)C1COC=N1,-0.414,129.11
NC(=O)C1=NCC2CN12,-1.432,125.13
CN1C2CC(O)C12,-0.566,99.13
CN(CCO)C(=O)C#C,-0.93,127.14
COCc1ccc(C[NH+]2CCC([C@@H](O)C(=O)OC)CC2)o1,-0.2452,298.36
CCC(O)C1OC1CO,-0.483,132.16
C1NC11C2NC1C1NC21,-1.977,123.16
COC1(C)COC1=O,-0.052,116.12
OC1C2C3C1C2N3C=O,-1.184,125.13
[NH3+]CC1CC(C1)C([O-])=O,-1.996,129.16
CC1(O)CC11COCO1,-0.116,130.14
CCOC(=O)[C@@]1([NH3+])CCC[C@@H]1CCSc1n[nH]c(=O)n1C,-0.0655,315.42
N#CC12CNC1COC2,-0.502,124.14
CN1CC1C1(CN1)C#N,-0.834,123.16
OC1CN2CCOCC12,-0.938,129.16
C[C@H]1[C@H]([NH+](CC(=O)[O-])CC(=O)[O-])C[C@@H]2C[C@H]1C2(C)C,-2.5582,268.33
N=C1OCOC11CNC1,-0.69,128.13
O=C([O-])c1cc(-n2ccnc2)ccn1,-0.3692,188.17
CC1C2OCC2(O)C1=O,-0.665,128.13
OCC1COCCC1=O,-0.416,130.14
CC1C(O)C(C=O)C1O,-0.827,130.14
C#CCN=COC(=O)N,-0.257,126.11
COc1c(n[nH]n1)C#C,-0.205,123.11
OCC(C=O)C(O)C=O,-1.646,132.11
CCNC1CCOC1=O,-0.089,129.16
OC12CC1C1OC21C#C,-0.478,122.12
C[C@H]1[NH2+]CC[C@H]1C(=O)Nc1ccnn1C,-0.6696,209.27
N#CC12CC3N=CN1C23,-0.253,119.13
C#CCNC12CN(C1)C2,-0.723,122.17
CC12NC3(C)C1OC23,-0.112,111.14
c1c(=O)ncc(=O)on1,-1.21,126.07
OC(C#N)C1OCC1O,-1.369,129.11
C#CC1=NCC(O1)C#N,-0.06,120.11
OC(CNCC#N)C=O,-1.341,128.13
N=C1OC(CC1=O)C=O,-0.479,127.1
CCN(CC(=O)NC)C(=O)[C@H]1CC[C@H](C[NH3+])O1,-1.6296,244.31
OC1CNC2=C1N=CN2,-0.131,125.13
CN1CC11CCOC1=O,-0.383,127.14
O=C1CC2(CO2)C2CN12,-0.63,125.13
CNC(=O)N(C=O)C=O,-1.059,130.1
CC12C3C(C1O)N3C2=O,-1.04,125.13
OCC1NC11COC1,-1.281,115.13
CN1C2C3(O)CC3C12C,-0.176,125.17
CC12COC1CN2C=O,-0.384,127.14
Cn1nc(C(=O)N2C[C@@H](O)C[C@H]2C(=O)[O-])ccc1=O,-2.8944,266.23
CN1CC1C(C=O)C#C,-0.251,123.15
O=C1C2NC2C2CC1O2,-0.933,125.13
CC/[NH+]=C(/NC[C@@H](C)N1CCOC[C@@H]1C)N1C[C@@H]2[C@H](C1)C[NH+]1CCCC[C@H]21,-1.8593,379.59
CC1C2C3N1CC23C=O,-0.112,123.15
CC12CCN1C2C1CN1,-0.195,124.19
CC(NC(=O)CO)C=O,-1.318,131.13
OC1CN2CC12,-0.955,85.11
OCC12CC1(O)C(=N)N2,-1.567,128.13
O=CC1COCOC1=O,-0.668,130.1
CC(C)[NH2+][C@]1(CO)CC[C@H]([NH+](C)C2CC2)C1,-1.0811,228.38
CCCNC(=O)CNC(=O)NC[C@H](C)N1CCOCC1,-0.4675,286.38
OC1COC1C1CN1,-1.282,115.13
OC12CN3C1CC=CC23,-0.256,123.15
CCS(=O)(=O)N1C[C@@H](C(=O)NCCC[NH+](C)C)Oc2ccccc21,-0.7455,356.47
CC1C(O)C(=O)N1C=N,-0.815,128.13
CC1C2C1C(=O)C1CN21,-0.112,123.16
OCC(CNC=[NH2+])=N[O-],-2.705,131.13
CCOC(=O)N1CCC(N/C(NCC2CC[NH+](C)CC2)=[NH+]\C)CC1,-2.2224,341.5
COC(C=O)C(C)CO,-0.171,132.16
C[NH+](C)[C@@H](CNC(=O)NC[C@@H]1CCS(=O)(=O)C1)c1cccc(F)c1,-0.2548,358.46
CN(C)C(=N)C(=O)C#N,-0.382,125.13
CC12CN1CC2C=O,-0.111,111.14
C(C=O)C(=O)CNC=O,-1.11,129.11
C[C@@H](O)[C@@H](NC(=O)CN(C)C(=O)c1cccs1)C(=O)[O-],-1.5644,299.33
OC1CCOC(=O)C1,-0.316,116.12
CN=c1[nH]c(nn1C)O,-1.016,128.13
CC1COC(=O)C(N)C1,-0.103,129.16
Cc1nn(C)c(C)c1CC(=O)N1C[C@@H](O)C[C@@H]1C(=O)[O-],-1.7088599999999998,280.3
OC12CC(C1)CNC2=O,-0.743,127.14
CC12CC3C(O1)C1C2N31,-0.017,123.15
NC(CC(O)C#N)C#N,-0.888,125.13
C1OC2=NCCC3OC123,-0.044,125.13
C#CC12CN1CC2C#N,-0.173,118.14
c1nc(c(o1)C(=N)N)N,-0.459,126.12
OC1CN2CC2C(=O)C1,-0.996,127.14
CC12NC1C(=O)N1CC21,-1.059,124.14
O=C([O-])c1cc(-c2ccccc2C(=O)[O-])cc(S(=O)(=O)N2CCSCC2)c1,-0.1819,405.45
c1c(cc(nc1N)O)N,-0.048,125.13
CC(N)C1(CO1)C#N,-0.374,112.13
C1CN1CCN2CC2,-0.382,112.18
NC(=O)C(CO)OC=N,-1.544,132.12
CC1=NN2CC(O)C2=N1,-0.366,125.13
C(=O)c1nc(c(o1)N)N,-0.348,127.1
O=C1NCCC2COC12,-0.479,127.14
ON=C1C2NC2C11CO1,-1.06,126.11
OC1CN2C3C4CC13C24,-0.566,123.15
CC#CC(O)C1CN1,-0.658,111.14
CC1CCNC(=O)CO1,-0.089,129.16
CC/[NH+]=C(/NCCCn1nc2n(c1=O)CCCC2)N1CC[C@@H](O)C1,-2.1161,337.45
CC[C@@H](COC)[NH2+]CCN1CCCS1(=O)=O,-0.9897,251.37
CNc1c[nH]cnc1=O,-0.188,125.13
OC1C2NC2(C#C)C1O,-1.934,125.13
C[C@@H](NC(=O)COCC[NH3+])[C@H]1CCCO1,-1.0714,217.29
CCN(C[C@H]1C=c2ccccc2=[NH+]C1=O)C(=O)c1ccc(C)cc1,-0.20558,321.4
C#CC1NC1CN1CC1,-0.724,122.17
O=C1NC2C3C=CN1C23,-0.094,122.13
N#CC12COC3C1NC23,-0.751,122.13
Cc1nsc(NCCN2CCOCC2)c1C(=O)[O-],-0.44088,270.33
C[C@@H]1CN(CCC/[NH+]=C(/N)N[C@@H]2CCOc3ccccc32)C[C@@H](C)O1,-0.0056,347.48
OC1C2OC2C1C=O,-1.057,114.1
C#CCN1C(=O)N=C(N)[C@H]1c1cncn1C,-0.1128,217.23
OC12C3C4N3C1C2C4=O,-1.635,123.11
Cn1nc(C(=O)NNC(=O)CNC(=O)COc2ccccc2)c2ccccc2c1=O,-0.1103,409.4
O=COC1CCOC1=O,-0.525,130.1
COC(CC[NH3+])C([O-])=O,-2.617,133.15
CC1C(C(O)C=O)N1C,-0.751,129.16
OC1C(O)C1OCC#N,-1.369,129.11
CCc1noc([C@@H](C)[NH+]2CCC(CO)CC2)n1,-0.0198,240.33
OCC(=O)N1C2CC1C2,-0.648,127.14
C#CC#CC(CO)CO,-0.776,124.14
OCCCC1(CO)CN1,-0.907,131.18
CN1N=NOC(=N)C1=N,-1.633,127.11
OC1CC(O)(C1)C1CO1,-0.729,130.14
C=CCNC(=O)C[NH+]1CC(c2nc(-c3ncccn3)no2)C1,-1.1891,301.33
OC1(COC=NC1)C=O,-1.025,129.11
CN(C1CC1O)C(C)=O,-0.402,129.16
O=CN1C2C1C1OCC21,-0.776,125.13
OCC1OCC2CC2O1,-0.26,130.14
c1c(c(=O)[nH]cn1)C=O,-0.418,124.1
OC1CC23OC(C12)C3=O,-0.913,126.11
C#CCN=C(C#N)N,-0.5,107.12
CNc1c([nH]nn1)CO,-0.661,128.14
C#Cc1c(oc(n1)N)N,-0.18,123.12
c1c(non1)NC=O,-0.362,113.08
CN1C(C#N)C1(C)C=O,-0.218,124.14
CC1C(O)C(=O)CC1=O,-0.475,128.13
OC1CC11CC(=O)N1,-0.99,113.12
CC1N=C(OC1=O)C#C,-0.037,123.11
c12c(n[nH]c1nno2)N,-0.472,125.09
OC1C2CC(O)(C#C)C12,-0.639,124.14
O=C([O-])[C@H]1C[C@H](O)CN1C(=O)CCOc1ccc(F)cc1,-0.6937,296.27
CC(=O)C(=NCC#N)N,-0.544,125.13
C=CC[NH+](CC(=O)[O-])Cc1nnc(-c2ccc(C)cc2)o1,-0.63418,287.32
c1c(ncc(=O)[nH]1)C=O,-0.418,124.1
COC(=O)[C@@](C)(CCN1CC[NH+]2CCC[C@@H]2C1)[NH2+]C1CC1,-1.6031,297.44
CC[C@](C)([NH2+]CCC(=O)Nc1ccccc1)C(=O)[O-],-0.5028,264.33
O=C1OC2CC3CNC123,-0.726,125.13
CC(=O)C1(O)CCC1O,-0.539,130.14
C#CC1C2OC1C1NC21,-0.643,121.14
C[C@H]1c2cc3c(cc2OC(=O)[C@@H]1CC(=O)NC1[NH+]=c2ccccc2=[NH+]1)OC(C)(C)CC3,-1.6669999999999998,421.5
CN1C(=O)N=C([O-])/C(=N/Nc2ccc([N+](=O)[O-])cc2)C1=O,-0.2865,290.22
COC1C2C1C(=O)C2O,-0.809,128.13
C1C2C3C4OCC24CN13,-0.301,123.16
CC12COC3CN1C23,-0.158,111.14
OC1C(OC1=O)C1CC1,-0.317,128.13
c1cn2c(nnc2[nH]1)N,-0.36,123.12
Cc1nc(=O)nc(o1)F,-0.123,130.08
OCCC1OCCC1O,-0.481,132.16
OCC12OCC1(O)C2O,-2.147,132.12
NC1CC2OC12C#N,-0.621,110.12
C1OCC2N=CN3C1C23,-0.52,124.14
OC1CC1C1=NC=NN1,-0.347,125.13
O=C1OCC2CC1O2,-0.299,114.1
CC1=CCNC(=O)C1O,-0.577,127.14
CC12C3OC(OC13)C2O,-0.509,128.13
CC1=CC(O)C(=O)NC1,-0.577,127.14
C(CNC(=N)C=O)CO,-0.865,130.15
OC1C2N=COC(=O)C12,-1.069,127.1
C[C@@H]1C[NH+]2CCCC[C@@H]2CN1C(=O)NC(=O)CCC(=O)[O-],-2.1058,297.36
Cn1c(ncn1)CC=O,-0.444,125.13
OC1(CC1)C1COC=N1,-0.062,127.14
C1C2C3C4C5C(C5N24)N13,-0.882,120.15
OCC1CC(=O)C1C#C,-0.183,124.14
NC(=O)N1CC2CC12,-0.231,112.13
CN=C1NC2C(N)C2O1,-1.33,127.15
CC12NC(C1O)C2C=O,-1.094,127.14
OC1CC2(NC12)C1CN1,-1.567,126.16
COC12CC1C1NC21,-0.255,111.14
CNc1nc(=O)nco1,-0.529,127.1
COC=NC(CO)C#N,-0.454,128.13
CC1C2C3C1C(C=O)N23,-0.114,123.15
COCCN1CC1C#N,-0.159,126.16
OCC1=C2CN3C(C1)C23,-0.255,123.15
C1C2C3N4C=NC13C24,-0.147,106.13
CC12CC1C(O)C1CN21,-0.176,125.17
CC[NH2+]CCCC([O-])=O,-1.9,131.17
N=C1C2C3OC(=O)N1C23,-0.204,124.1
OCCCC1(CN1)C=O,-0.7,129.16
CN1CC(=O)OCC1=O,-0.998,129.11
CC(C)C(O)C1CN1,-0.025,115.18
CCCNC(=O)NC(=O)CN1CC[NH+](Cc2ccc(OC)c(F)c2)CC1,-0.2294,367.45
Cc1cc(oc(=O)n1)N,-0.075,126.12
COC1CN=C(O1)C=O,-0.414,129.11
O=CC12C3CN(C13)C2=O,-0.974,123.11
CC1C2C3CN3C2C1=O,-0.112,123.16
NCC1[NH2+]CC1C([O-])=O,-3.743,130.15
CC(O)C12CC1N=CO2,-0.063,127.14
N/C(NC[C@@H]1CCOC1)=[NH+]\C1CC1,-1.8298,184.26
CC(C=O)N1C=NN=N1,-0.567,126.12
c1c(c(ncn1)N)N,-0.359,110.12
O=C1CC2C3C4CC13N24,-0.216,121.14
CC[C@@H](COC)NC(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,-0.9919,273.31
N=C1NN=CC(=N1)C#C,-0.735,120.11
C[C@@H]1C[C@@H]([NH+]2CCC[C@@H]2Cn2cccn2)C(=O)O1,-0.3656,250.32
C[NH2+]CC1=C([O-])ON=C1,-1.559,128.13
CC[NH2+]Cc1c(C)nn(C)c1N1CCC(O)CC1,-0.22708,253.37
CC1C2NC2CC2CN12,-0.197,124.19
CC(C#N)N(C=O)C=O,-0.487,126.11
Cc1c(=O)nnon1,-0.867,113.08
O=CC12C3NC1C(=O)C23,-1.275,123.11
O=C(C[NH+]1CCOCC1)NCCNC(=O)c1ccccc1,-1.5523,292.36
CN=C(C(=O)COC)N,-0.811,130.15
CN1CCOC(C1)C#N,-0.159,126.16
NC(=O)C12OC3C1CC23,-0.741,125.13
CC1OC(=N)NC1C#C,-0.069,124.14
CN=C1CN(C(=O)N1)C,-0.33,127.15
COc1ccc2c(c1)=C(CCNC(=O)C(=O)Nc1ccc(Cl)cn1)C[NH+]=2,-1.2469,373.82
O=C1OCC11CNC=N1,-1.087,126.11
CC1C2OC1(C#N)C2O,-0.342,125.13
CC(=O)C12C3C4C1N4C23,-0.36,121.14
O=C(NCCc1c[nH]c[nH+]1)C1CC[NH+](Cc2ccco2)CC1,-0.4244,304.39
NC(=O)NCC1CC1O,-0.965,130.15
OC1C2OC1C2CC#C,-0.232,124.14
C1C2C3C4CN1C2C3O4,-0.302,123.15
CN(C)CC#CC=O,-0.25,111.14
C1CC1(C#N)NC(=O)N,-0.289,125.13
CC1CN1C(=O)C(C)=O,-0.194,127.14
CCN(CCO)C(=O)C,-0.153,131.17
C[C@@](O)(CNC(=O)CC1([NH3+])CCC1)C(=O)[O-],-2.8418,230.26
OC12CN(C1)C21CC1,-0.421,111.14
O=C([O-])c1cc(NC(=O)c2ncccc2C(=O)[O-])ccc1O,-1.2335,300.23
C[NH2+]CCC(C)C([O-])=O,-2.044,131.17
CC1(CO)OC1CC=O,-0.275,130.14
O=CC1CCOC(=O)N1,-0.316,129.12
N=C1OCCCOC1=O,-0.073,129.12
COC1CC2(CO2)C1O,-0.465,130.14
C/C=C/C[NH+]1CCC[C@H](C(=O)[O-])C1,-1.3927,183.25
CN1C2C(O)C2(O)C1=N,-1.617,128.13
NC(=O)[C@H]1CCC[NH+](CCNc2ncccn2)C1,-1.3313,250.33
C#CC(=O)n1cncn1,-0.448,121.1
C1C(N1C=O)(C=O)C=O,-1.405,127.1
CC[C@H](C(=O)[O-])N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,-0.2807,277.21
O=C1C=CCNC1C#N,-0.393,122.13
CC(O)C(C=O)C1CN1,-0.846,129.16
OCC1OCCC1=O,-0.663,116.12
OCC1(CNC=N1)C=O,-1.452,128.13
O=C1NCC11C2COC12,-0.869,125.13
CC1C(C#N)C1(O)CO,-0.501,127.14
CC1=C(C(=O)N2CC[NH+](C)CC2)[C@@H](c2ccc([N+](=O)[O-])cc2)n2ncnc2N1,-0.1679,384.42
CCCC[C@H](NC(N)=O)C(=O)N[C@@H]1CC[NH+]2CCCC[C@H]12,-0.4606,297.42
O=CC#CC1CC2NC12,-0.451,121.14
CC(C)[C@H]([NH3+])C(=O)N1CCCC[C@@H]1C[NH+](C)C1CC1,-0.6889,269.43
C1NC1C1CO1,-0.643,85.11
CC12C3CC4OC1C4N23,-0.017,123.15
CC1C2C3CN2C13C=O,-0.112,123.16
C(=N)Nc1n[nH]nn1,-0.781,112.1
CC12C3C4C(COC14)N23,-0.16,123.16
O=C1CN2CC3OC3C12,-0.979,125.13
C#CC12NC3C1OC23,-0.889,107.11
N#CC1CO1,-0.091,69.06
OCC1=CC(=O)C2OC12,-0.745,126.11
OC12CC1(C#N)N1CC21,-0.919,122.13
NC1C(C#N)C1(O)CO,-1.81,128.13
[N-]1[NH+]=NC=C2N=CN=C12,-1.252,121.1
CC(O)C([NH3+])CC([O-])=O,-2.882,133.15
NC(=O)C1C2C3OC2C13,-0.885,125.13
CC1OC2(CC12O)C#N,-0.198,125.13
OC1C(O)C1CCC#C,-0.249,126.15
Cc1cc(C)c(C[NH3+])c(N(C)C[C@H]2CCC[NH+]2C)[nH+]1,-1.02726,265.42
OC12CN(C1)CC2C#C,-0.704,123.15
C[NH+](C)CCn1cnc2c(c1=[NH2+])[C@@H](c1ccccc1)c1ccc(O)cc1O2,-0.3211,364.45
CCC1NC11CC2NC12,-0.149,124.19
COC(=O)c1cncc(N[C@@H]2CCC[NH2+]C2)n1,-0.5991,237.28
CCC(O)C1OC1C=O,-0.276,130.14
CN(C)C(=O)CNC(=O)N1CCCC[C@@H]1CN1CCOCC1,-0.0291,312.41
C1C=CC23OC4C2NC134,-0.192,121.14
c1c(n2cnoc2n1)N,-0.096,124.1
c1cn(ncc1=O)C=O,-0.718,124.1
OCC1(CO)NC1C#N,-1.795,128.13
CN1CC1C1COC1,-0.053,113.16
CC(CO)C1=NNN=N1,-0.705,128.14
OC1C2OC(=O)C=CC12,-0.541,126.11
COc1ccc(C[NH+](C)[C@H](C)C(=O)N2CCC[C@H](C(N)=O)C2)cc1F,-0.0386,352.43
c1nnn(n1)C(=O)C=O,-1.488,126.07
CC(=O)NC1CC[NH+](Cc2ccc(O)c([N+](=O)[O-])c2)CC1,-0.0162,294.33
C#CC1CN(C1)C=O,-0.292,109.13
NC1=CNC(=O)OC1=N,-0.97,127.1
O=C1NC2CC2C1=O,-0.926,111.1
C[C@H](O)[C@H]([NH3+])C[NH+]1CCCCCC1,-1.5634,188.31
CC1C(C=O)C1(O)C=O,-0.619,128.13
CC1C2(O)C3CN3C12C,-0.176,125.17
OCC1(C=O)C2CN1C2,-1.138,127.14
CCn1c(=O)n(nn1)C,-1.003,128.13
CN(C)CC1(CO1)C#N,-0.159,126.16
CCN=CNC(=O)NC,-0.036,129.16
N#CCCNC(=O)COc1ccc(C(=O)[O-])nc1,-1.14622,248.22
CCn1cnc(S(=O)(=O)N[C@H](C)[C@H]2CCCC[NH2+]2)c1,-0.3143,287.41
CN1C2C1C1(O)CC21C,-0.176,125.17
COC(C=O)C#C,-0.166,98.1
COC1CN(C1)CCO,-0.691,131.18
CN1C2C3NC3(C#N)C12,-1.083,121.14
CC1=C(C2[NH+]=c3cc(C)c(C)cc3=[NH+]2)[C@@H](Cl)N(C)N1,-2.66756,278.79
O=C(Cc1ccc(F)c(F)c1)NCCN1CC[NH2+]CC1,-0.4975,284.33
C1OC11C=C2CN3C2C13,-0.238,121.14
OCCOC1CC1C=O,-0.417,130.14
OC12C3CC1(OC23)C#N,-0.588,123.11
N#C[C@@H]1CNCCN1C(=O)CCn1ccnn1,-1.0078200000000002,234.26
O=C1C2NC2C1C1CN1,-1.503,124.14
CN1CC(=O)C2CC12,-0.111,111.14
N#CCSc1nnnn1-c1ccc(C(=O)[O-])cc1,-0.35852,260.26
CCC(=O)C#CCO,-0.039,112.13
COCC(O)C(=N)OC,-0.383,133.15
Cc1ccc2c(c1)=[NH+][C@@H](S[C@H](C(=O)N1CCOCC1)c1ccccc1)[NH+]=2,-1.97408,369.49
Cc1c(nn(n1)C)N,-0.294,112.14
OCC(OCC=O)C#N,-0.914,129.11
Cn1ccc(N2CCC[NH2+][C@@H](C3CC3)C2)n1,-0.0278,221.33
C1C(COCO1)(CO)O,-1.286,134.13
CC1C2C3CN3C12CO,-0.319,125.17
C[C@H](CC#N)[NH+]1CCC(CNC(=O)c2cnn(C)c2)CC1,-0.25302,290.39
